car_id,brand,model,year,engine_hp,engine_cylinders,fuel_type,transmission,driven_wheels,doors,market_category,price,popularity_score,popularity_level
295,Honda,Civic,2016,238,6,Diesel,Automatic,FWD,4,SUV,32975,688,High
296,Chevrolet,Silverado,2024,282,6,Petrol,Automatic,FWD,5,SUV,48885,616,Medium
297,Toyota,Corolla,2020,186,4,Electric,CVT,RWD,4,SUV,27318,652,High
298,Honda,Pilot,2018,161,4,Petrol,Automatic,AWD,4,Hatchback,33638,578,Medium
299,Mercedes,C-Class,2024,158,4,Petrol,Automatic,FWD,4,SUV,35897,638,Medium
300,Volkswagen,Tiguan,2023,143,4,Petrol,Automatic,RWD,5,SUV,35295,569,Low
301,Ford,Escape,2015,135,4,Petrol,Automatic,RWD,4,Coupe,26581,472,Low
302,Porsche,Panamera,2020,174,4,Petrol,Automatic,RWD,4,SUV,32293,652,High
303,BMW,5 Series,2020,263,4,Petrol,CVT,FWD,5,SUV,37967,616,Medium
304,Mercedes,GLC,2021,315,6,Electric,Automatic,FWD,4,Coupe,39565,617,Medium
305,Alfa Romeo,Stelvio,2015,175,4,Diesel,Automatic,FWD,5,SUV,23856,505,Low
306,Tesla,Model Y,2017,172,4,Petrol,Automatic,FWD,4,Sedan,24220,474,Low
307,Mini,Countryman,2015,418,8,Hybrid,Automatic,RWD,4,Sedan,29060,589,Medium
308,Alfa Romeo,Giulia,2023,249,6,Diesel,CVT,FWD,2,SUV,43328,666,High
309,Porsche,Cayenne,2017,159,4,Petrol,Automatic,AWD,4,Coupe,26658,491,Low
310,Ram,ProMaster,2020,162,4,Petrol,CVT,AWD,5,Truck,35209,732,High
311,Mini,Cooper,2015,94,4,Hybrid,Automatic,RWD,4,SUV,16703,479,Low
312,Lexus,RX,2019,260,6,Petrol,CVT,AWD,5,SUV,39229,557,Low
313,Lexus,NX,2021,283,6,Diesel,Automatic,FWD,4,SUV,32883,557,Low
314,Ford,Explorer,2023,285,6,Hybrid,Automatic,AWD,4,SUV,43878,777,High
315,Lexus,NX,2019,449,8,Diesel,Automatic,AWD,4,Van,42208,646,Medium
316,Volvo,S90,2016,287,6,Hybrid,Automatic,AWD,4,SUV,28349,664,High
317,Ford,Mustang,2023,180,4,Petrol,Manual,FWD,4,Coupe,45077,569,Low
318,Ford,F-150,2018,417,8,Diesel,CVT,FWD,4,SUV,46878,702,High
319,Cadillac,XT5,2023,306,6,Petrol,Automatic,FWD,5,SUV,39475,690,High
320,Genesis,GV70,2020,425,8,Petrol,CVT,AWD,5,SUV,43653,653,High
321,Ford,F-150,2018,192,4,Petrol,Automatic,AWD,4,Coupe,29586,599,Medium
322,Mazda,CX-5,2022,419,8,Hybrid,Automatic,RWD,5,SUV,43285,743,High
323,Honda,Accord,2015,617,12,Hybrid,CVT,AWD,4,SUV,42605,735,High
324,Ferrari,Portofino,2015,101,4,Petrol,Automatic,FWD,4,SUV,19472,555,Low
325,Ram,2500,2018,126,4,Petrol,CVT,RWD,4,SUV,29039,610,Medium
326,Buick,Enclave,2021,259,6,Petrol,Manual,AWD,4,SUV,35756,702,High
327,Mercedes,E-Class,2023,288,6,Petrol,Manual,AWD,4,Sedan,38552,621,Medium
328,Audi,A6,2023,167,4,Petrol,Automatic,FWD,4,Sedan,40370,618,Medium
329,Mercedes,GLE,2024,397,8,Diesel,Automatic,FWD,4,Sedan,50314,769,High
330,Volvo,S60,2017,141,4,Hybrid,CVT,FWD,4,Sedan,34467,542,Low
331,Mazda,CX-5,2019,183,4,Petrol,Automatic,AWD,4,SUV,25686,658,High
332,Lexus,ES,2022,90,4,Petrol,Manual,FWD,4,Truck,37594,666,High
333,Honda,Civic,2016,225,4,Diesel,Automatic,AWD,5,Coupe,28364,531,Low
334,Suzuki,Swift,2022,390,8,Electric,Automatic,RWD,4,Hatchback,48041,674,High
335,Ferrari,Portofino,2017,271,6,Hybrid,CVT,AWD,4,SUV,35267,614,Medium
336,Genesis,GV80,2022,123,4,Petrol,Automatic,AWD,4,Sedan,34580,593,Medium
337,Kia,Sorento,2017,159,4,Petrol,Automatic,AWD,4,SUV,28898,599,Medium
338,BMW,3 Series,2024,132,4,Petrol,Automatic,FWD,5,SUV,40699,624,Medium
339,Ferrari,488 GTB,2024,282,6,Hybrid,Automatic,RWD,4,Sedan,37701,623,Medium
340,Cadillac,XT5,2024,129,4,Diesel,CVT,AWD,4,SUV,38739,733,High
341,Toyota,Highlander,2016,287,6,Diesel,Automatic,AWD,4,Sedan,25043,471,Low
342,BMW,5 Series,2015,151,4,Diesel,Automatic,AWD,5,SUV,26811,536,Low
343,Subaru,Outback,2018,139,4,Petrol,Automatic,AWD,5,SUV,27844,692,High
344,Lexus,RX,2017,96,4,Electric,Automatic,FWD,4,SUV,27821,565,Low
345,Ram,ProMaster,2015,279,6,Petrol,Automatic,RWD,4,SUV,24236,600,Medium
346,Audi,A4,2017,170,4,Petrol,Automatic,FWD,4,Sedan,31560,599,Medium
347,Honda,Civic,2019,152,4,Diesel,Automatic,AWD,4,SUV,24685,639,Medium
348,Nissan,Murano,2017,137,4,Petrol,CVT,FWD,2,Truck,22325,561,Low
349,Alfa Romeo,Giulia,2022,153,4,Electric,Manual,AWD,5,Truck,35676,651,High
350,Tesla,Model S,2020,409,8,Diesel,Automatic,FWD,4,Sedan,42966,633,Medium
351,Tesla,Model 3,2018,318,6,Hybrid,CVT,RWD,5,SUV,40454,668,High
352,Nissan,Altima,2018,230,4,Diesel,Automatic,FWD,4,Hatchback,28735,471,Low
353,Lexus,ES,2020,410,8,Petrol,CVT,RWD,4,SUV,50288,673,High
354,Volkswagen,Jetta,2021,142,4,Petrol,Manual,FWD,4,SUV,32438,449,Low
355,Honda,Pilot,2023,94,4,Petrol,CVT,AWD,4,Sedan,33217,661,High
356,Honda,Civic,2018,169,4,Petrol,Automatic,FWD,4,Sedan,26019,582,Medium
357,Ferrari,Portofino,2016,250,6,Petrol,Manual,FWD,2,Sedan,26263,489,Low
358,Subaru,Forester,2020,217,4,Petrol,Manual,FWD,4,Van,34900,610,Medium
359,Honda,Pilot,2018,118,4,Petrol,Manual,FWD,4,Sedan,22577,610,Medium
360,Audi,A6,2020,168,4,Petrol,Automatic,FWD,4,Sedan,35578,590,Medium
361,Lexus,RX,2020,118,4,Petrol,Manual,AWD,4,Sedan,34322,602,Medium
362,Ferrari,488 GTB,2021,274,6,Petrol,CVT,RWD,4,SUV,35422,649,High
363,Cadillac,Escalade,2018,397,8,Petrol,Automatic,FWD,5,SUV,38961,652,High
364,Genesis,G80,2024,269,6,Diesel,Automatic,AWD,5,SUV,43466,641,Medium
365,Ferrari,Portofino,2022,131,4,Diesel,Manual,AWD,4,Coupe,35659,600,Medium
366,Jeep,Compass,2019,133,4,Petrol,Automatic,RWD,4,Sedan,23751,526,Low
367,Genesis,G70,2018,320,6,Electric,Automatic,RWD,2,Sedan,33763,595,Medium
368,BMW,3 Series,2017,171,4,Diesel,Automatic,RWD,5,SUV,23717,606,Medium
369,Alfa Romeo,Stelvio,2015,273,6,Hybrid,CVT,RWD,4,Hatchback,27678,597,Medium
370,Hyundai,Sonata,2020,406,8,Petrol,Automatic,AWD,5,Truck,35369,580,Medium
371,Tesla,Model X,2019,288,6,Electric,Automatic,RWD,4,SUV,36403,684,High
372,Cadillac,Escalade,2022,281,6,Petrol,Automatic,FWD,4,SUV,45190,655,High
373,Subaru,Forester,2019,163,4,Diesel,Automatic,FWD,4,Sedan,36416,585,Medium
374,Mercedes,GLC,2020,149,4,Hybrid,Automatic,RWD,4,Sedan,31018,672,High
375,Ferrari,488 GTB,2022,622,12,Petrol,Automatic,RWD,4,Van,52794,712,High
376,Ford,Escape,2021,113,4,Electric,CVT,FWD,4,Sedan,35112,555,Low
377,Lexus,NX,2023,142,4,Petrol,Manual,AWD,4,Sedan,41485,516,Low
378,Volvo,XC60,2022,263,6,Petrol,Manual,FWD,4,Coupe,44454,644,Medium
379,Lexus,ES,2016,320,6,Petrol,CVT,RWD,4,Sedan,30882,568,Low
380,Buick,Encore,2021,162,4,Diesel,Automatic,AWD,2,Coupe,32306,647,High
381,Nissan,Murano,2023,354,6,Diesel,Automatic,AWD,4,SUV,42878,558,Low
382,Toyota,Highlander,2016,436,8,Petrol,Automatic,FWD,4,Hatchback,35000,449,Low
383,Ferrari,Portofino,2017,637,12,Electric,Automatic,AWD,4,SUV,48709,728,High
384,Mitsubishi,Eclipse Cross,2024,90,4,Hybrid,CVT,FWD,2,SUV,34682,722,High
385,Toyota,Highlander,2018,359,6,Petrol,CVT,FWD,5,Sedan,37700,568,Low
386,Honda,Civic,2015,256,6,Hybrid,Automatic,FWD,4,SUV,20491,629,Medium
387,Aston Martin,DB11,2018,165,4,Petrol,Automatic,FWD,5,SUV,31935,580,Medium
388,Suzuki,Swift,2015,303,6,Electric,Automatic,AWD,4,Hatchback,38373,496,Low
389,Mercedes,GLE,2020,121,4,Hybrid,CVT,AWD,4,Truck,35391,688,High
390,Honda,Accord,2015,125,4,Petrol,CVT,FWD,4,SUV,18301,496,Low
391,Mitsubishi,Eclipse Cross,2023,171,4,Hybrid,Automatic,FWD,4,Sedan,32297,612,Medium
392,Kia,Sorento,2019,253,6,Petrol,Automatic,RWD,5,Coupe,38167,562,Low
393,Ford,Explorer,2019,219,4,Petrol,Automatic,FWD,4,Sedan,34896,559,Low
394,Toyota,Highlander,2020,140,4,Petrol,Automatic,AWD,5,SUV,35535,505,Low
395,Mercedes,C-Class,2022,170,4,Diesel,Automatic,FWD,4,Coupe,35391,557,Low
396,Mitsubishi,Eclipse Cross,2015,164,4,Petrol,Automatic,AWD,4,Hatchback,30021,523,Low
397,Mitsubishi,Outlander,2016,176,4,Hybrid,Automatic,FWD,2,SUV,23254,522,Low
398,Mercedes,E-Class,2020,171,4,Petrol,Automatic,FWD,2,SUV,34444,484,Low
399,Porsche,911,2020,401,8,Petrol,Automatic,FWD,2,SUV,42981,564,Low
400,Subaru,Crosstrek,2018,173,4,Diesel,Manual,AWD,5,SUV,30318,572,Low
401,Ford,Explorer,2020,167,4,Hybrid,Automatic,FWD,4,Truck,34577,627,Medium
402,Jeep,Cherokee,2024,134,4,Electric,Automatic,RWD,2,SUV,33034,731,High
403,Suzuki,Swift,2024,171,4,Diesel,Automatic,FWD,5,SUV,36299,641,Medium
404,Tesla,Model X,2020,367,8,Electric,Manual,FWD,4,SUV,38211,709,High
405,Toyota,RAV4,2019,282,6,Petrol,Automatic,FWD,4,Sedan,37572,497,Low
406,Tesla,Model X,2023,124,4,Petrol,Automatic,FWD,4,Hatchback,42577,638,Medium
407,Mini,Countryman,2023,290,6,Diesel,Automatic,RWD,4,SUV,37783,643,Medium
408,Chevrolet,Malibu,2020,140,4,Diesel,CVT,FWD,4,Sedan,35535,532,Low
409,Volkswagen,Tiguan,2017,620,12,Petrol,Automatic,FWD,2,Coupe,47879,579,Medium
410,Mitsubishi,Lancer,2022,264,6,Petrol,Automatic,AWD,4,Sedan,41242,647,High
411,Mitsubishi,Outlander,2015,256,6,Diesel,Automatic,AWD,4,SUV,27446,520,Low
412,Honda,Pilot,2019,162,4,Diesel,Automatic,AWD,5,Coupe,31556,624,Medium
413,Jeep,Wrangler,2023,123,4,Petrol,Automatic,FWD,4,Van,32162,478,Low
414,Mazda,Mazda6,2021,354,8,Electric,Automatic,RWD,4,Hatchback,45101,649,High
415,Cadillac,XT5,2018,258,6,Petrol,Automatic,FWD,4,SUV,34759,666,High
416,Ferrari,Portofino,2021,395,8,Petrol,Automatic,AWD,4,Sedan,43414,682,High
417,Kia,Sorento,2017,232,6,Petrol,Automatic,RWD,4,Sedan,30185,585,Medium
418,Toyota,Corolla,2017,639,12,Electric,Automatic,FWD,4,Hatchback,42987,497,Low
419,Buick,Enclave,2023,211,4,Diesel,Automatic,RWD,5,SUV,43247,706,High
420,Suzuki,Vitara,2018,417,8,Petrol,Automatic,FWD,2,SUV,37321,417,Low
421,Ford,Explorer,2015,352,8,Electric,Manual,AWD,5,Van,32034,609,Medium
422,Cadillac,Escalade,2022,160,4,Petrol,Automatic,AWD,4,Coupe,43123,638,Medium
423,Mini,Cooper,2024,163,4,Petrol,Automatic,FWD,4,Sedan,38543,637,Medium
424,Volvo,XC90,2024,304,6,Petrol,Automatic,RWD,4,Sedan,45698,668,High
425,Volvo,S90,2015,135,4,Hybrid,Automatic,RWD,4,SUV,27366,421,Low
426,Alfa Romeo,Giulia,2022,298,6,Petrol,Automatic,RWD,4,Sedan,40863,683,High
427,Toyota,RAV4,2019,174,6,Hybrid,Manual,FWD,4,SUV,25397,527,Low
428,Mazda,CX-5,2024,128,4,Electric,Automatic,RWD,5,SUV,39702,681,High
429,Lexus,NX,2017,263,6,Diesel,Automatic,FWD,4,Sedan,28303,501,Low
430,Hyundai,Sonata,2021,127,4,Electric,CVT,RWD,5,Hatchback,22005,562,Low
431,Chevrolet,Tahoe,2015,211,4,Electric,Automatic,FWD,4,SUV,25801,570,Low
432,Mercedes,E-Class,2015,165,4,Hybrid,Automatic,FWD,4,SUV,23415,507,Low
433,Tesla,Model Y,2024,91,4,Petrol,Automatic,RWD,4,SUV,39855,692,High
434,Genesis,GV80,2019,124,4,Petrol,Automatic,AWD,5,SUV,26703,644,Medium
435,Volkswagen,Tiguan,2023,163,4,Petrol,Automatic,FWD,5,SUV,40638,566,Low
436,Kia,Sorento,2016,284,6,Petrol,Automatic,FWD,5,Hatchback,27607,596,Medium
437,Chevrolet,Malibu,2021,181,4,Petrol,Automatic,AWD,4,Hatchback,32110,572,Low
438,Audi,A4,2019,314,6,Petrol,Automatic,RWD,4,SUV,35110,622,Medium
439,Nissan,Murano,2018,102,4,Diesel,Automatic,FWD,5,Hatchback,30122,490,Low
440,Aston Martin,DB11,2017,152,4,Petrol,Automatic,RWD,4,Sedan,27498,548,Low
441,Tesla,Model S,2017,175,4,Hybrid,Automatic,RWD,5,Sedan,22082,458,Low
442,Chevrolet,Silverado,2018,385,8,Petrol,CVT,AWD,4,Truck,38892,677,High
443,Buick,Encore,2019,157,4,Petrol,Automatic,AWD,4,Coupe,30178,591,Medium
444,Volvo,S60,2016,131,4,Hybrid,Automatic,FWD,5,Sedan,28513,516,Low
445,Mini,Cooper,2020,246,6,Diesel,Automatic,FWD,5,Sedan,32287,498,Low
446,Cadillac,Escalade,2017,115,4,Hybrid,Automatic,FWD,4,Sedan,26075,646,Medium
447,Kia,Sorento,2015,276,6,Diesel,Manual,FWD,5,SUV,32227,485,Low
448,Suzuki,Swift,2024,403,8,Petrol,Automatic,FWD,4,SUV,44458,630,Medium
449,Honda,Accord,2015,432,8,Hybrid,Automatic,RWD,4,Sedan,36843,662,High
450,Mercedes,GLC,2021,340,6,Petrol,Manual,FWD,5,SUV,40525,666,High
451,Tesla,Model 3,2017,295,6,Petrol,Automatic,RWD,4,SUV,31578,504,Low
452,Buick,Enclave,2021,281,6,Diesel,Automatic,FWD,4,Sedan,38110,670,High
453,Tesla,Model Y,2021,143,4,Electric,Automatic,AWD,5,Sedan,37856,683,High
454,Audi,A4,2024,123,4,Hybrid,Automatic,AWD,4,SUV,46891,755,High
455,Hyundai,Elantra,2020,275,6,Diesel,Manual,FWD,4,SUV,32059,545,Low
456,Volvo,XC60,2018,91,4,Petrol,Automatic,FWD,4,SUV,29628,632,Medium
457,Ford,F-150,2018,262,6,Petrol,Automatic,FWD,2,Truck,33717,573,Low
458,Ferrari,Portofino,2017,133,4,Hybrid,Automatic,FWD,5,SUV,25528,587,Medium
459,Cadillac,XT5,2020,168,4,Petrol,Automatic,AWD,4,Sedan,35737,607,Medium
460,BMW,5 Series,2021,312,6,Electric,Manual,AWD,4,Hatchback,40236,618,Medium
461,Kia,Sportage,2019,256,6,Diesel,Manual,FWD,4,Truck,36311,650,High
462,Mercedes,E-Class,2019,358,8,Petrol,Manual,FWD,4,Hatchback,41043,531,Low
463,Alfa Romeo,Giulia,2018,333,8,Electric,Automatic,AWD,4,SUV,40220,715,High
464,Honda,Accord,2015,155,4,Diesel,Automatic,FWD,5,Truck,20341,571,Low
465,Genesis,GV70,2018,299,6,Petrol,Automatic,AWD,4,Hatchback,34303,625,Medium
466,BMW,X3,2015,183,4,Diesel,Automatic,FWD,2,Coupe,19815,484,Low
467,Tesla,Model Y,2023,351,6,Diesel,Automatic,FWD,4,Truck,46769,767,High
468,Mitsubishi,Outlander,2020,147,4,Petrol,Automatic,FWD,4,Sedan,34341,620,Medium
469,Honda,Pilot,2019,172,4,Electric,CVT,FWD,4,SUV,31237,705,High
470,Honda,Accord,2020,126,4,Petrol,Automatic,FWD,4,Sedan,35358,566,Low
471,Alfa Romeo,Giulia,2019,183,4,Hybrid,Automatic,FWD,4,SUV,31299,594,Medium
472,Kia,K5,2017,203,4,Diesel,Automatic,FWD,4,Hatchback,29934,565,Low
473,Suzuki,Swift,2022,379,8,Diesel,Automatic,FWD,4,SUV,44583,616,Medium
474,Nissan,Sentra,2015,109,4,Hybrid,CVT,RWD,5,Hatchback,24935,482,Low
475,Mitsubishi,Lancer,2020,283,6,Petrol,Automatic,AWD,4,Van,32148,658,High
476,Mini,Countryman,2020,151,4,Diesel,Automatic,FWD,5,Coupe,29868,503,Low
477,Audi,A6,2017,152,4,Diesel,Automatic,AWD,4,Sedan,38037,538,Low
478,Hyundai,Tucson,2019,166,4,Petrol,Automatic,FWD,4,Sedan,30744,565,Low
479,Honda,Pilot,2021,358,8,Petrol,Automatic,FWD,4,Truck,38219,658,High
480,Mitsubishi,Outlander,2017,173,4,Petrol,Automatic,RWD,4,Hatchback,24499,491,Low
481,Buick,Encore,2020,168,4,Petrol,Automatic,AWD,4,Sedan,34212,600,Medium
482,Jeep,Cherokee,2024,369,8,Diesel,Automatic,FWD,5,SUV,47117,609,Medium
483,Buick,Enclave,2024,146,4,Hybrid,CVT,FWD,4,Van,45004,685,High
484,Ram,2500,2017,241,6,Petrol,CVT,FWD,4,Hatchback,26007,588,Medium
485,Honda,Civic,2016,180,4,Electric,Automatic,FWD,5,SUV,23683,652,High
486,Kia,Telluride,2021,224,4,Diesel,Automatic,FWD,4,SUV,32637,657,High
487,Mercedes,GLC,2023,171,4,Hybrid,Automatic,FWD,5,SUV,35151,672,High
488,Volkswagen,Passat,2018,126,4,Hybrid,Manual,AWD,4,Truck,29323,619,Medium
489,Volkswagen,Golf,2019,302,6,Petrol,Automatic,FWD,5,Sedan,33890,540,Low
490,Suzuki,Swift,2023,255,6,Electric,Automatic,AWD,4,SUV,40141,750,High
491,Mitsubishi,Lancer,2016,438,8,Diesel,Automatic,RWD,4,Sedan,31986,626,Medium
492,Mitsubishi,Outlander,2015,376,8,Hybrid,Automatic,RWD,3,SUV,27081,677,High
493,Ram,1500,2016,185,4,Petrol,Automatic,AWD,2,Sedan,20005,565,Low
494,Alfa Romeo,Stelvio,2023,135,4,Petrol,Automatic,FWD,4,Sedan,44414,614,Medium
495,Ferrari,488 GTB,2018,143,4,Petrol,Automatic,RWD,4,SUV,26467,589,Medium
496,Porsche,Cayenne,2016,252,6,Petrol,Automatic,FWD,5,Sedan,28465,635,Medium
497,Subaru,Outback,2017,175,4,Diesel,Automatic,AWD,4,Sedan,33111,524,Low
498,Cadillac,Escalade,2020,156,4,Hybrid,Automatic,FWD,4,SUV,30460,695,High
499,Porsche,Cayenne,2020,275,6,Petrol,CVT,RWD,4,SUV,34332,693,High
500,BMW,3 Series,2021,480,8,Petrol,Automatic,RWD,4,Truck,41481,682,High
501,Alfa Romeo,Stelvio,2017,284,6,Petrol,Automatic,AWD,4,Sedan,27476,615,Medium
502,Ford,F-150,2024,254,6,Hybrid,Automatic,RWD,4,SUV,51170,675,High
503,Lexus,ES,2017,117,4,Diesel,Automatic,AWD,4,Sedan,25053,518,Low
504,Mazda,Mazda3,2020,141,4,Diesel,Manual,AWD,5,SUV,32674,543,Low
505,Subaru,Outback,2022,183,4,Hybrid,Automatic,RWD,4,Sedan,42662,797,High
506,Honda,CR-V,2019,167,4,Diesel,Automatic,FWD,4,Coupe,29810,615,Medium
507,Mazda,CX-5,2016,137,4,Petrol,Manual,RWD,4,Coupe,19381,505,Low
508,Mini,Countryman,2022,140,4,Diesel,Automatic,RWD,3,SUV,35066,673,High
509,Porsche,911,2018,170,4,Petrol,CVT,AWD,4,Coupe,30823,573,Low
510,Ford,F-150,2017,207,6,Petrol,CVT,RWD,5,SUV,30978,516,Low
511,Tesla,Model S,2024,166,4,Diesel,Automatic,FWD,5,SUV,38532,710,High
512,Toyota,Highlander,2015,107,4,Hybrid,CVT,RWD,4,SUV,24825,621,Medium
513,Buick,Encore,2023,185,4,Hybrid,Manual,FWD,5,SUV,39696,616,Medium
514,Toyota,RAV4,2021,302,6,Diesel,CVT,RWD,4,Sedan,42831,530,Low
515,Honda,CR-V,2022,187,4,Petrol,CVT,AWD,5,SUV,40263,684,High
516,Hyundai,Santa Fe,2023,298,6,Electric,Automatic,AWD,4,Coupe,40806,590,Medium
517,Jeep,Cherokee,2022,426,8,Diesel,Manual,FWD,5,Truck,43024,619,Medium
518,Mitsubishi,Outlander,2022,198,4,Diesel,Automatic,RWD,4,Sedan,39252,408,Low
519,Mazda,CX-50,2018,300,6,Petrol,Automatic,AWD,5,Sedan,38233,601,Medium
520,Genesis,GV70,2020,255,6,Petrol,CVT,AWD,4,Hatchback,30357,596,Medium
521,Suzuki,Vitara,2023,155,4,Hybrid,Automatic,FWD,4,Hatchback,36826,623,Medium
522,Jeep,Compass,2018,173,4,Diesel,Automatic,RWD,4,Coupe,25404,526,Low
523,Mitsubishi,Lancer,2020,136,4,Diesel,Automatic,RWD,5,SUV,38046,574,Low
524,Ram,2500,2023,272,6,Petrol,Automatic,FWD,4,Sedan,43974,736,High
525,Kia,K5,2018,305,6,Diesel,Manual,AWD,4,SUV,35330,574,Low
526,Hyundai,Santa Fe,2020,244,4,Electric,CVT,FWD,4,Hatchback,28259,573,Low
527,Audi,A6,2015,405,8,Diesel,Automatic,RWD,4,SUV,34815,542,Low
528,Ram,3500,2018,334,8,Hybrid,Automatic,FWD,4,SUV,38791,702,High
529,Chevrolet,Malibu,2021,91,4,Hybrid,Automatic,FWD,4,Hatchback,27413,595,Medium
530,Audi,A6,2016,393,8,Petrol,CVT,RWD,4,Hatchback,36822,446,Low
531,Cadillac,XT5,2020,151,4,Hybrid,Manual,FWD,5,SUV,34568,717,High
532,Hyundai,Sonata,2016,599,12,Petrol,Automatic,FWD,4,SUV,38583,492,Low
533,Hyundai,Santa Fe,2019,194,4,Hybrid,Automatic,RWD,4,Hatchback,29904,535,Low
534,Aston Martin,Vantage,2017,138,4,Petrol,Automatic,RWD,4,SUV,21918,610,Medium
535,Porsche,Panamera,2016,416,8,Petrol,Automatic,FWD,4,SUV,38285,652,High
536,Subaru,WRX,2015,160,4,Diesel,Automatic,FWD,4,SUV,23421,483,Low
537,Kia,K5,2021,126,4,Hybrid,Automatic,RWD,5,SUV,33308,565,Low
538,Aston Martin,Vantage,2017,335,6,Petrol,Automatic,RWD,4,SUV,37666,666,High
539,Nissan,Rogue,2015,145,4,Electric,Automatic,FWD,4,Truck,23329,512,Low
540,Porsche,Panamera,2023,378,8,Hybrid,Automatic,FWD,4,Sedan,43272,715,High
541,Cadillac,XT5,2022,438,8,Hybrid,Automatic,FWD,4,Sedan,48756,714,High
542,Mitsubishi,Lancer,2024,632,12,Electric,Automatic,AWD,5,Hatchback,66160,834,High
543,BMW,5 Series,2018,175,4,Petrol,Manual,AWD,5,Truck,34617,576,Low
544,Subaru,WRX,2015,276,6,Electric,Automatic,FWD,4,Sedan,29319,586,Medium
545,Lexus,ES,2023,157,4,Petrol,Manual,FWD,4,Hatchback,39876,637,Medium
546,Ford,Escape,2019,186,4,Hybrid,Automatic,FWD,4,Sedan,34230,623,Medium
547,BMW,3 Series,2023,293,6,Diesel,Automatic,FWD,5,Sedan,45340,547,Low
548,Honda,CR-V,2023,267,4,Petrol,Automatic,AWD,2,Sedan,36325,709,High
549,Nissan,Sentra,2015,328,6,Diesel,Automatic,RWD,4,Hatchback,26086,431,Low
550,Aston Martin,DB11,2016,170,4,Diesel,Manual,FWD,4,Truck,26703,557,Low
551,Ford,Explorer,2023,207,4,Petrol,Automatic,RWD,4,Sedan,40349,674,High
552,Ford,F-150,2017,293,6,Hybrid,Automatic,FWD,4,Truck,31441,584,Medium
553,BMW,X5,2016,176,4,Diesel,Automatic,RWD,5,SUV,14451,563,Low
554,Genesis,G70,2018,124,4,Petrol,Manual,FWD,2,Sedan,23365,558,Low
555,Volkswagen,Golf,2020,353,8,Diesel,Automatic,FWD,4,Coupe,40096,578,Medium
556,Mazda,CX-50,2019,597,12,Hybrid,Automatic,FWD,4,Sedan,47119,716,High
557,Mercedes,C-Class,2022,315,6,Petrol,Automatic,RWD,5,Sedan,40209,663,High
558,Mazda,Mazda6,2022,177,4,Petrol,CVT,RWD,4,SUV,35257,572,Low
559,Nissan,Altima,2017,212,4,Hybrid,Manual,AWD,4,SUV,28067,580,Medium
560,Ram,2500,2016,90,4,Petrol,Automatic,RWD,4,SUV,29962,511,Low
561,Subaru,Outback,2019,427,8,Petrol,CVT,FWD,4,Sedan,46562,752,High
562,Lexus,IS,2021,125,4,Petrol,Automatic,FWD,3,Truck,37496,610,Medium
563,Suzuki,Swift,2017,200,4,Petrol,CVT,AWD,4,Sedan,24201,496,Low
564,Ford,Explorer,2015,269,6,Petrol,CVT,FWD,5,Sedan,34523,583,Medium
565,Porsche,Panamera,2015,147,4,Hybrid,Automatic,RWD,5,Sedan,22450,585,Medium
566,Honda,Pilot,2023,343,6,Petrol,CVT,FWD,5,Coupe,48706,767,High
567,Ford,F-150,2022,389,8,Diesel,Automatic,AWD,4,SUV,44304,663,High
568,Honda,Civic,2021,410,8,Petrol,Automatic,FWD,5,Truck,43946,685,High
569,Tesla,Model Y,2022,90,4,Diesel,Automatic,FWD,5,Sedan,33689,558,Low
570,Porsche,Cayenne,2019,156,4,Petrol,CVT,RWD,4,Coupe,34487,494,Low
571,Ford,Explorer,2022,429,8,Electric,CVT,FWD,4,SUV,43553,728,High
572,Alfa Romeo,Giulia,2022,207,4,Petrol,Automatic,FWD,5,SUV,36103,638,Medium
573,Tesla,Model Y,2016,395,8,Petrol,Automatic,FWD,4,Coupe,33085,640,Medium
574,Genesis,GV80,2017,206,4,Petrol,CVT,FWD,4,Coupe,27010,521,Low
575,BMW,3 Series,2023,185,4,Petrol,CVT,FWD,4,SUV,38548,704,High
576,Mitsubishi,Eclipse Cross,2022,138,4,Diesel,CVT,FWD,4,Sedan,39721,673,High
577,Ferrari,488 GTB,2017,264,6,Petrol,Manual,AWD,4,Truck,30972,602,Medium
578,Mercedes,C-Class,2023,286,6,Petrol,Automatic,RWD,5,Sedan,38854,652,High
579,Chevrolet,Tahoe,2016,150,4,Petrol,Manual,AWD,4,SUV,27546,632,Medium
580,Porsche,Macan,2019,443,8,Hybrid,CVT,FWD,4,Coupe,40221,689,High
581,Hyundai,Elantra,2017,158,4,Petrol,Automatic,AWD,4,Coupe,28186,454,Low
582,Mitsubishi,Outlander,2022,93,4,Diesel,CVT,FWD,5,Truck,32406,669,High
583,Aston Martin,Vantage,2020,152,4,Petrol,Automatic,FWD,4,SUV,31706,567,Low
584,Genesis,G70,2024,384,8,Petrol,Automatic,FWD,5,Sedan,52452,671,High
585,Cadillac,XT5,2015,198,4,Petrol,Automatic,RWD,5,SUV,25700,563,Low
586,Toyota,Highlander,2024,155,4,Diesel,Automatic,AWD,4,Sedan,38901,556,Low
587,Genesis,GV80,2021,192,4,Petrol,CVT,FWD,2,Sedan,41831,566,Low
588,Tesla,Model 3,2015,229,4,Electric,Automatic,FWD,4,Sedan,24715,597,Medium
589,Mitsubishi,Outlander,2023,180,4,Electric,Automatic,FWD,5,Sedan,34988,686,High
